OTUId	India424 	Kilo487 	Lima532 	Kilo516 	Lima529 	India396 	Juliett469 	Hotel374 	Kilo497 	Charlie134 	Kilo515 	Lima570 	Golf331 	Hotel344 	Golf299 	India431 	India411 	Juliett443 	India388 	India389 	Charlie132 	Juliett463 	Foxtrot282 	Delta145 	Lima571 	Charlie105 	Juliett468 	Foxtrot246 	Charlie143 	Kilo501 	Bravo88 	Charlie111 	Delta160 	Charlie120 	Kilo484 	India392 	Bravo60 	Lima531 	Charlie129 	Echo202 	India415 	Kilo507 	Bravo50 	Bravo87 	Hotel355 	Kilo499 	Juliett478 	India387 	Juliett435 	India414 	Bravo81 	Foxtrot259 	Delta147 	Lima544 	Hotel362 	Charlie107 	Foxtrot275 	India428 	Echo206 	Kilo485 	Bravo53 	Kilo490 	Juliett441 	Bravo67 	Golf294 	Kilo500 	Charlie133 	Foxtrot269 	Foxtrot283 	Golf323 	Hotel366 	Golf295 	Charlie137 	Juliett467 	India391 	Kilo493 	Hotel363 	Juliett457 	Juliett475 	Foxtrot286 	Foxtrot257 	Kilo514 	Charlie98 	Juliett439 	India407 	Kilo526 	Kilo508 	Echo227 	Charlie106 	Juliett444 	Juliett438 	Lima538 	Hotel367 	Charlie97 	Juliett474 	Golf296 	India406 	Echo207 	Bravo82 	India398 	India402 	India432 	India395 	Kilo492 	Echo214 	Kilo483 	Kilo509 	Foxtrot267 	Juliett477 	Charlie118 	Echo211 	Golf297 	Echo210 	Echo226 	Delta164 	Foxtrot277 	India430 	India405 	Bravo57 	Juliett445 	Juliett436 	Lima561 	Golf300 	Golf303 	Juliett440 	Echo222 	Lima533 	Foxtrot276 	Echo230 	Kilo502 	Golf302 	Hotel354 	Charlie115 	Lima559 	Hotel368 	Delta153 	Lima573 	Echo237 	Alpha30 	Echo208 	Juliett447 	Golf332 	Juliett448 	Lima536 	Lima530 	Golf324 	Lima549 	Charlie131 	Bravo69 	Lima572 	Charlie144 	India409 	Kilo494 	Foxtrot264 	Hotel380 	Lima567 	India416 	Juliett473 	India385 	Delta169 	Alpha37 	India420 	Juliett472 	Bravo76 	Golf330 	Bravo59 	Foxtrot260 	Charlie119 	Kilo525 	Foxtrot243 	Echo197 	Juliett446 	Lima562 	Lima539 	Hotel351 	Delta163 	Foxtrot247 	India427 	Alpha29 	Kilo481 	India410 	Hotel350 	Alpha34 	Lima540 	Hotel369 	Hotel381 	Echo199 	Hotel343 	Charlie112 	Hotel373 	Echo212 	Foxtrot248 	Hotel348 	Bravo58 	Hotel347 	Delta156 	India425 	Charlie116 	Echo236 	Charlie135 	Golf306 	India429 	Hotel378 	Alpha44 	Foxtrot272 	Echo194 	Lima565 	Foxtrot255 	Hotel349 	Lima558 	Juliett460 	Charlie121 	Charlie128 	Golf328 	Charlie140 	Kilo482 	Lima553 	Lima575 	Golf289 	Kilo520 	Golf298 	Alpha35 	Juliett462 	Echo198 	Hotel365 	Foxtrot249 	Charlie138 	Juliett476 	Kilo519 	Kilo511 	Foxtrot271 	Delta159 	Golf320 	Hotel364 	Lima541 	India408 	Juliett471 	Delta176 	Lima535 	Lima568 	Charlie99 	Kilo496 	Charlie136 	Echo239 	Alpha46 	Hotel379 	Foxtrot254 	Echo238 	India386 	Foxtrot252 	Bravo77 	Golf310 	Foxtrot253 	Lima543 	Kilo513 	India404 	Kilo517 	Charlie141 	Lima551 	Lima550 	Delta157 	Kilo506 	Kilo505 	Juliett442 	India413 	Kilo498 	Delta170 	Juliett464 	Foxtrot270 	Hotel345 	Golf305 	Delta161 	Delta175 	Kilo503 	Kilo521 	Hotel376 	Hotel371 	Hotel338 	Foxtrot261 	Hotel357 	Bravo90 	Charlie127 	Hotel372 	Echo200 	Echo203 	Charlie130 	Foxtrot242 	Foxtrot250 	Kilo518 	Golf293 	Bravo52 	Delta165 	Foxtrot279 	Echo229 	Lima546 	Kilo512 	Echo209 	India421 	Delta150 	Kilo486 	India412 	Hotel384 	Alpha27 	Kilo522 	Charlie104 	Hotel352 	Hotel383 	Alpha31 	Alpha41 	Delta162 	Charlie113 	Charlie126 	Hotel382 	Kilo488 	Delta149 	Charlie103 	Alpha45 	Echo201 	Juliett470 	Kilo524 	Kilo523 	Delta155 	Golf329 	Bravo65 	Charlie117 	Delta148 	Echo235 	Echo231 	Hotel358 	India418 	Hotel337 	Lima574 	Hotel377 	Foxtrot256 	Foxtrot274 	Lima557 	Alpha18 	Alpha14 	Juliett437 	Alpha42 	Golf309 	Foxtrot284 	Lima555 	Bravo86 	Golf334 	India390 	Foxtrot278 	Foxtrot244 	Bravo89 	Lima560 	Charlie108 	Charlie101 	Delta171 	Charlie110 	India419 	Charlie123 	Golf327 	Foxtrot288 	Juliett459 	Alpha22 	Bravo93 	Juliett461 	Lima554 	Alpha11 	Echo205 	Lima547 	Golf316 	Foxtrot258 	Bravo84 	Foxtrot285 	Golf317 	Charlie125 	Bravo70 	Alpha43 	Bravo51 	Golf313 	Delta151 	Golf290 	Juliett433 	Bravo78 	Kilo510 	Bravo73 	Charlie102 	Lima566 	Delta146 	Foxtrot266 	Charlie139 	Kilo491 	Delta172 	Golf301 	Hotel353 	Alpha12 	Lima545 	Foxtrot245 	India401 	Bravo62 	Kilo504 	Delta166 	Lima537 	Alpha10 	Foxtrot280 	Charlie109 	Delta154 	Golf318 	Kilo489 	Bravo68 	Bravo96 	Foxtrot287 	India400 	Charlie122 	Bravo92 	Lima563 	India403 	Bravo95 	Charlie124 	Echo204 	Alpha5 	Golf315 	Bravo91 	Lima569 	Lima556 	Foxtrot268 	Foxtrot251 	Alpha19 	Juliett480 	Golf326 	Bravo61 	India394 	Hotel361 	Echo221 	Juliett458 	Hotel356 	India417 	Echo213 	Echo240 	Echo225 	Charlie100 	Bravo49 	Bravo80 	Bravo85 	Kilo495 	Echo234 	Golf325 	Delta174 	Foxtrot262 	Delta158 	Foxtrot265 	Alpha47 	Echo218 	India397 	Lima548 	Golf291 	Alpha48 	Alpha3 	Bravo66 	Charlie142 	India426 	Foxtrot273 	Alpha26 	Bravo55 	Alpha15 	Golf333 	Juliett451 	Echo224 	Alpha9 	Golf321 	Alpha36 	Lima534 	Delta173 	Echo193 	Alpha20 	Echo223 	Echo217 	Golf308 	Echo220 	Bravo75 	Alpha38 	Alpha32 	Golf307 	Hotel341 	Foxtrot241 	Kilo527 	Golf314 	Bravo64 	Golf292 	Alpha28 	Kilo528 	Golf322 	Delta168 	Bravo83 	India393 	Alpha13 	Golf304 	Echo195 	Alpha7 	Echo196 	Alpha4 	Hotel346 	Lima564 	Lima552 	Hotel339 	Hotel340 	Delta167 	Alpha33 	Echo219 	Bravo63 	Echo228 	Alpha25 	Bravo56 	Juliett479 	Juliett454 	Foxtrot281 	Bravo74 	Alpha1 	Golf319 	Hotel359 	Lima542 	Juliett456 	Alpha16 	Hotel375 	Delta152 	Juliett434 	Bravo54 	Delta187 	Hotel360 	Delta181 	India399 	Bravo72 	Charlie114 	Delta179 	Delta185 	Delta191 	Echo216 	India422 	Delta177 	Golf312 	Bravo94 	Delta190 	India423 	Juliett465 	Lima576 	Delta180 	Bravo71 	Juliett452 	Juliett450 	Juliett449 	Alpha40 	Alpha39 	Alpha21 	Golf335 	Echo215 	Delta188 	Juliett466 	Delta189 	Hotel342 	Echo232 	Alpha8 	Hotel370 	Alpha17 	Delta186 	Delta182 	Delta178 	Delta183 	Bravo79 	Golf311 	Juliett453 	Golf336 	Delta192 	Delta184 	Foxtrot263 	Echo233 	Juliett455 	Alpha2 	Alpha23 
OTU_12	4248	6914	91	22587	1225	20	0	0	0	0	8858	0	0	1	2	0	3020	403	0	667	3	3377	0	0	0	0	3	0	0	145	1	0	0	0	0	2494	0	178	0	1	37	543	0	0	0	965	454	0	864	87	0	0	0	0	0	0	0	0	0	405	1	44	195	0	0	1823	0	1	0	3	0	4	0	1097	6	0	0	3	1	0	0	86	0	3976	860	91	0	0	1	2	715	0	0	1	0	0	0	0	0	20	0	0	1	1150	0	1	33	0	1	0	0	0	0	0	0	0	0	0	0	433	0	1	1	0	34	0	104	1	0	209	0	0	0	1	1	0	0	0	0	0	0	0	0	0	209	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5	172	0	0	1	1	1	1	2	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	2	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	19	234	0	1	0	0	0	0	1	0	1	33	0	122	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	120	185	58	73	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	2	1	0	0	63	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	3	0	0	0	15	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	6	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	2	0	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_340	0	0	33	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	1	1	1283	845	1602	705	2041	538	1511	0	0	2376	0	0	0	480	2213	11	62	587	67	0	0	3	16	0	5429	454	0	0	2	0	1	0	3515	259	41	1514	1	5	0	19	43	0	0	1	995	47	17	2146	174	0	0	291	31	0	1	0	2	491	20	15	118	0	0	0	11	0	0	4	0	4	0	50	23	828	0	5	0	73	2	0	725	46	0	188	0	172	1	1599	35	803	0	28	66	0	194	1284	569	0	212	72	19	48	14	20	99	1	1060	0	0	1	1	0	0	190	821	272	14270	3	85	656	39	0	388	1	18	2	2624	1	1	1	0	1	58	2	0	0	0	174	557	0	1363	1	50	3	70	0	0	635	0	38	41	0	1	0	2	90	143	113	9	6	9	1	22	33	0	0	45	1	0	4276	5	3	1	13	0	593	0	0	19	1	842	139	24	0	2	0	0	0	0	0	20	252	0	37	7	0	2	0	0	1292	1	0	0	154	249	24	0	0	0	0	0	0	0	474	0	816	21	194	0	0	22	2	0	1	4	18	203	1	0	0	0	0	72	11	101	4	221	443	0	3	0	0	165	0	0	407	190	15	1	4	1	0	446	24	8	0	56	58	1	42	20	309	12	324	0	293	0	0	0	2	0	13	13	42	0	2	0	0	1	0	0	0	0	2	262	368	11	9	0	13	0	0	317	8	2	548	3	358	28	24	0	376	9	17	41	172	0	0	0	0	2	3	2	153	34	1	83	67	0	36	0	1	1	1	0	0	1	45	0	15	0	361	204	0	0	0	59	0	1	10	0	0	0	20	18	1	0	0	0	0	0	0	41	1	0	7	1	0	0	12	0	1	0	1	0	0	0	0	0	1	336	0	1	2	11	0	17	0	0	14	0	1	20	243	0	40	0	0	1	1	29	18	36	11	0	78	22	8	0	0	13	0	123	1	0	0	9	1	0	2	1	12	0	1	6	0	0	1	2	0	0	0	0	0	1	5	1	0	194	0	0	0	0	0	1	1	0	1	0	0	1	0	2	0	13	0	0	66	17	0	0	0	13	0	1	14	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	10	0	0	0	0	0	0	4	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_85	6	0	0	0	0	0	13248	0	1	0	0	0	0	0	0	3939	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	2	2489	0	0	1	3	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	168	0	2	0	0	0	2	0	175	0	0	0	0	1	0	0	0	0	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	112	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_377	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	0	0	0	1	148	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	197	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	1	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_174	404	0	0	57	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	1798	0	0	0	0	0	1	0	0	0	99	0	0	0	0	0	0	0	325	12	0	0	61	0	4	0	0	0	0	933	0	51	1	0	0	0	0	0	1102	0	49	0	0	59	0	0	0	0	0	0	0	1	0	0	0	11	0	0	7	88	1	0	0	0	527	0	18	1	0	0	40	10	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	45	0	0	0	0	0	0	0	13	0	0	0	0	0	0	33	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	74	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	241	11	0	1	2	0	0	0	3	6	0	0	0	0	15	0	0	0	5	0	0	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	87	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	32	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_231	0	0	0	0	0	0	0	0	0	211	0	0	0	5	90	0	0	0	0	0	0	0	0	4	0	1	0	0	31	0	7	0	0	25	0	0	0	0	1	0	0	0	0	138	0	0	0	0	0	0	1	0	0	0	0	8	1	0	0	0	1	0	0	0	1	0	0	0	3	6	0	6	12	0	0	0	0	0	0	0	13	0	3	0	0	0	0	4	6	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	7	0	14	6	0	0	0	0	0	3	0	0	0	53	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	0	581	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	31	0	4	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	2	0	28	1	0	12	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	15	5	0	0	0	2	0	13	0	0	0	0	0	18	0	0	0	0	1	0	9	0	0	0	21	0	0	0	0	1	0	0	0	2	0	0	6	0	34	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0	0	4	0	22	23	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	25	0	0	0	0	14	0	0	0	0	0	1	0	4	9	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	65	0	0	0	0	0	0	0	4	0	4	0	15	4	0	1	23	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	46	0	2	0	0	0	9	2	0	0	0	0	0	1	0	0	1	0	0	0	7	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16	0	0	0	0	0	0	0	0	0	0	0	8278	0	0	0	132	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1141	0	0	0	3891	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	45	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2178	0	0	0	14	0	0	75	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0	0	0	0	32	0	0	317	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	7	39	0	0	0	0	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	89	0	1	0	0	0	0	0	0	52	0	0	0	0	0	116	0	0	10	0	0	0	3	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	72	319	0	0	114	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	26	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
